# source=Ensembl BioMart hsapiens_gene_ensembl (with_mmusculus_homolog)
# orthology_type=ortholog_one2one; unique human/mouse symbols
# download_date=2026-08-09
# ensembl_host=www.ensembl.org (current at download)
human_symbol	human_ensembl	mouse_symbol	mouse_ensembl	orthology_type
ZNF579	ENSG00000218891	Zfp579	ENSMUSG00000051550	ortholog_one2one
CHN2	ENSG00000106069	Chn2	ENSMUSG00000004633	ortholog_one2one
KLF2	ENSG00000127528	Klf2	ENSMUSG00000055148	ortholog_one2one
PVR	ENSG00000073008	Pvr	ENSMUSG00000040511	ortholog_one2one
CEP135	ENSG00000174799	Cep135	ENSMUSG00000036403	ortholog_one2one
EFHC1	ENSG00000096093	Efhc1	ENSMUSG00000041809	ortholog_one2one
PSAT1	ENSG00000135069	Psat1	ENSMUSG00000024640	ortholog_one2one
ABCC6	ENSG00000091262	Abcc6	ENSMUSG00000030834	ortholog_one2one
MAN2B1	ENSG00000104774	Man2b1	ENSMUSG00000005142	ortholog_one2one
WDR19	ENSG00000157796	Wdr19	ENSMUSG00000037890	ortholog_one2one
NRXN3	ENSG00000021645	Nrxn3	ENSMUSG00000066392	ortholog_one2one
ZNF280D	ENSG00000137871	Zfp280d	ENSMUSG00000038535	ortholog_one2one
CUL1	ENSG00000055130	Cul1	ENSMUSG00000029686	ortholog_one2one
SDR39U1	ENSG00000100445	Sdr39u1	ENSMUSG00000022223	ortholog_one2one
MOB3B	ENSG00000120162	Mob3b	ENSMUSG00000073910	ortholog_one2one
SMAP1	ENSG00000112305	Smap1	ENSMUSG00000026155	ortholog_one2one
FKTN	ENSG00000106692	Fktn	ENSMUSG00000028414	ortholog_one2one
STOX1	ENSG00000165730	Stox1	ENSMUSG00000036923	ortholog_one2one
TMEM100	ENSG00000166292	Tmem100	ENSMUSG00000069763	ortholog_one2one
INSYN2B	ENSG00000204767	Insyn2b	ENSMUSG00000069911	ortholog_one2one
ODAPH	ENSG00000174792	Odaph	ENSMUSG00000096035	ortholog_one2one
PSAP	ENSG00000197746	Psap	ENSMUSG00000004207	ortholog_one2one
FBXL2	ENSG00000153558	Fbxl2	ENSMUSG00000032507	ortholog_one2one
PRRC1	ENSG00000164244	Prrc1	ENSMUSG00000024594	ortholog_one2one
GALNT7	ENSG00000109586	Galnt7	ENSMUSG00000031608	ortholog_one2one
GPR68	ENSG00000119714	Gpr68	ENSMUSG00000047415	ortholog_one2one
UBE3A	ENSG00000114062	Ube3a	ENSMUSG00000025326	ortholog_one2one
FOS	ENSG00000170345	Fos	ENSMUSG00000021250	ortholog_one2one
PIP4P2	ENSG00000155099	Pip4p2	ENSMUSG00000028221	ortholog_one2one
RNF213	ENSG00000173821	Rnf213	ENSMUSG00000070327	ortholog_one2one
TGFBI	ENSG00000120708	Tgfbi	ENSMUSG00000035493	ortholog_one2one
UBE2D3	ENSG00000109332	Ube2d3	ENSMUSG00000078578	ortholog_one2one
MYH7	ENSG00000092054	Myh7	ENSMUSG00000053093	ortholog_one2one
TECR	ENSG00000099797	Tecr	ENSMUSG00000031708	ortholog_one2one
GTPBP2	ENSG00000172432	Gtpbp2	ENSMUSG00000023952	ortholog_one2one
FGL1	ENSG00000104760	Fgl1	ENSMUSG00000031594	ortholog_one2one
NAE1	ENSG00000159593	Nae1	ENSMUSG00000031878	ortholog_one2one
ALDOB	ENSG00000136872	Aldob	ENSMUSG00000028307	ortholog_one2one
SCUBE3	ENSG00000146197	Scube3	ENSMUSG00000038677	ortholog_one2one
KCNMB2	ENSG00000197584	Kcnmb2	ENSMUSG00000037610	ortholog_one2one
TNFSF13	ENSG00000161955	Tnfsf13	ENSMUSG00000089669	ortholog_one2one
CDX1	ENSG00000113722	Cdx1	ENSMUSG00000024619	ortholog_one2one
MGAT4B	ENSG00000161013	Mgat4b	ENSMUSG00000036620	ortholog_one2one
XPNPEP1	ENSG00000108039	Xpnpep1	ENSMUSG00000025027	ortholog_one2one
NTS	ENSG00000133636	Nts	ENSMUSG00000019890	ortholog_one2one
CALCA	ENSG00000110680	Calca	ENSMUSG00000030669	ortholog_one2one
KLRD1	ENSG00000134539	Klrd1	ENSMUSG00000030165	ortholog_one2one
CCDC34	ENSG00000109881	Ccdc34	ENSMUSG00000027160	ortholog_one2one
HHATL	ENSG00000010282	Hhatl	ENSMUSG00000032523	ortholog_one2one
MRPL58	ENSG00000167862	Mrpl58	ENSMUSG00000018858	ortholog_one2one
ATP5MC3	ENSG00000154518	Atp5mc3	ENSMUSG00000018770	ortholog_one2one
DNLZ	ENSG00000213221	Dnlz	ENSMUSG00000075467	ortholog_one2one
BARHL1	ENSG00000125492	Barhl1	ENSMUSG00000026805	ortholog_one2one
TTLL11	ENSG00000175764	Ttll11	ENSMUSG00000026885	ortholog_one2one
SYT10	ENSG00000110975	Syt10	ENSMUSG00000063260	ortholog_one2one
TMEM209	ENSG00000146842	Tmem209	ENSMUSG00000029782	ortholog_one2one
ARHGAP27	ENSG00000159314	Arhgap27	ENSMUSG00000034255	ortholog_one2one
B3GNT4	ENSG00000176383	B3gnt4	ENSMUSG00000029431	ortholog_one2one
CCDC90B	ENSG00000137500	Ccdc90b	ENSMUSG00000030613	ortholog_one2one
MRPS2	ENSG00000122140	Mrps2	ENSMUSG00000035772	ortholog_one2one
MRPL30	ENSG00000185414	Mrpl30	ENSMUSG00000026087	ortholog_one2one
C8orf34	ENSG00000165084	A830018L16Rik	ENSMUSG00000057715	ortholog_one2one
APOE	ENSG00000130203	Apoe	ENSMUSG00000002985	ortholog_one2one
CDKN2A	ENSG00000147889	Cdkn2a	ENSMUSG00000044303	ortholog_one2one
ADGRD1	ENSG00000111452	Adgrd1	ENSMUSG00000044017	ortholog_one2one
PAPPA	ENSG00000182752	Pappa	ENSMUSG00000028370	ortholog_one2one
ID2	ENSG00000115738	Id2	ENSMUSG00000020644	ortholog_one2one
FBXL22	ENSG00000197361	Fbxl22	ENSMUSG00000050503	ortholog_one2one
ANGPT2	ENSG00000091879	Angpt2	ENSMUSG00000031465	ortholog_one2one
SHD	ENSG00000105251	Shd	ENSMUSG00000039154	ortholog_one2one
TMEM252	ENSG00000181778	Tmem252	ENSMUSG00000048572	ortholog_one2one
SEMA3A	ENSG00000075213	Sema3a	ENSMUSG00000028883	ortholog_one2one
KIF2A	ENSG00000068796	Kif2a	ENSMUSG00000021693	ortholog_one2one
ZWILCH	ENSG00000174442	Zwilch	ENSMUSG00000032400	ortholog_one2one
MBD3	ENSG00000071655	Mbd3	ENSMUSG00000035478	ortholog_one2one
GTF2E2	ENSG00000197265	Gtf2e2	ENSMUSG00000031585	ortholog_one2one
SEMA4D	ENSG00000187764	Sema4d	ENSMUSG00000021451	ortholog_one2one
MRPS23	ENSG00000181610	Mrps23	ENSMUSG00000023723	ortholog_one2one
RPA3	ENSG00000106399	Rpa3	ENSMUSG00000012483	ortholog_one2one
CD300LG	ENSG00000161649	Cd300lg	ENSMUSG00000017309	ortholog_one2one
SRSF7	ENSG00000115875	Srsf7	ENSMUSG00000024097	ortholog_one2one
MKLN1	ENSG00000128585	Mkln1	ENSMUSG00000025609	ortholog_one2one
RBIS	ENSG00000176731	Rbis	ENSMUSG00000078784	ortholog_one2one
PTBP1	ENSG00000011304	Ptbp1	ENSMUSG00000006498	ortholog_one2one
SERINC1	ENSG00000111897	Serinc1	ENSMUSG00000019877	ortholog_one2one
SRCIN1	ENSG00000277363	Srcin1	ENSMUSG00000038453	ortholog_one2one
LRRC73	ENSG00000204052	Lrrc73	ENSMUSG00000071073	ortholog_one2one
TEKT1	ENSG00000167858	Tekt1	ENSMUSG00000020799	ortholog_one2one
GMPR	ENSG00000137198	Gmpr	ENSMUSG00000000253	ortholog_one2one
NECTIN1	ENSG00000110400	Nectin1	ENSMUSG00000032012	ortholog_one2one
CPLX3	ENSG00000213578	Cplx3	ENSMUSG00000039714	ortholog_one2one
SRRM4	ENSG00000139767	Srrm4	ENSMUSG00000063919	ortholog_one2one
NUP93	ENSG00000102900	Nup93	ENSMUSG00000032939	ortholog_one2one
PATL2	ENSG00000229474	Patl2	ENSMUSG00000027233	ortholog_one2one
PCDHGC4	ENSG00000242419	Pcdhgc4	ENSMUSG00000023036	ortholog_one2one
DOCK3	ENSG00000088538	Dock3	ENSMUSG00000039716	ortholog_one2one
TKFC	ENSG00000149476	Tkfc	ENSMUSG00000034371	ortholog_one2one
SLC16A7	ENSG00000118596	Slc16a7	ENSMUSG00000020102	ortholog_one2one
OC90	ENSG00000253117	Oc90	ENSMUSG00000015001	ortholog_one2one
SLC4A9	ENSG00000113073	Slc4a9	ENSMUSG00000024485	ortholog_one2one
TTYH3	ENSG00000136295	Ttyh3	ENSMUSG00000036565	ortholog_one2one
MAP3K5	ENSG00000197442	Map3k5	ENSMUSG00000071369	ortholog_one2one
SERINC4	ENSG00000184716	Serinc4	ENSMUSG00000046110	ortholog_one2one
PPP1R16A	ENSG00000160972	Ppp1r16a	ENSMUSG00000033819	ortholog_one2one
TP53BP1	ENSG00000067369	Trp53bp1	ENSMUSG00000043909	ortholog_one2one
NIT2	ENSG00000114021	Nit2	ENSMUSG00000022751	ortholog_one2one
DNAJC9	ENSG00000213551	Dnajc9	ENSMUSG00000021811	ortholog_one2one
ABITRAM	ENSG00000119328	Abitram	ENSMUSG00000038827	ortholog_one2one
HIC1	ENSG00000177374	Hic1	ENSMUSG00000043099	ortholog_one2one
NT5C2	ENSG00000076685	Nt5c2	ENSMUSG00000025041	ortholog_one2one
PNPO	ENSG00000108439	Pnpo	ENSMUSG00000018659	ortholog_one2one
PPIL1	ENSG00000137168	Ppil1	ENSMUSG00000024007	ortholog_one2one
SPOPL	ENSG00000144228	Spopl	ENSMUSG00000026771	ortholog_one2one
DBNL	ENSG00000136279	Dbnl	ENSMUSG00000020476	ortholog_one2one
PUM3	ENSG00000080608	Pum3	ENSMUSG00000041360	ortholog_one2one
HSPA1L	ENSG00000204390	Hspa1l	ENSMUSG00000007033	ortholog_one2one
GYS2	ENSG00000111713	Gys2	ENSMUSG00000030244	ortholog_one2one
ELP6	ENSG00000163832	Elp6	ENSMUSG00000054836	ortholog_one2one
NPAT	ENSG00000149308	Npat	ENSMUSG00000033054	ortholog_one2one
TXNDC5	ENSG00000239264	Txndc5	ENSMUSG00000038991	ortholog_one2one
CD28	ENSG00000178562	Cd28	ENSMUSG00000026012	ortholog_one2one
BCL2L11	ENSG00000153094	Bcl2l11	ENSMUSG00000027381	ortholog_one2one
KPNB1	ENSG00000108424	Kpnb1	ENSMUSG00000001440	ortholog_one2one
FOLR2	ENSG00000165457	Folr2	ENSMUSG00000032725	ortholog_one2one
DRC5	ENSG00000146221	Tcte1	ENSMUSG00000023949	ortholog_one2one
RELB	ENSG00000104856	Relb	ENSMUSG00000002983	ortholog_one2one
PEX6	ENSG00000124587	Pex6	ENSMUSG00000002763	ortholog_one2one
LRRC49	ENSG00000137821	Lrrc49	ENSMUSG00000047766	ortholog_one2one
NDST1	ENSG00000070614	Ndst1	ENSMUSG00000054008	ortholog_one2one
WDR43	ENSG00000163811	Wdr43	ENSMUSG00000041057	ortholog_one2one
COPE	ENSG00000105669	Cope	ENSMUSG00000055681	ortholog_one2one
ALG3	ENSG00000214160	Alg3	ENSMUSG00000033809	ortholog_one2one
INTS8	ENSG00000164941	Ints8	ENSMUSG00000040738	ortholog_one2one
TMEM109	ENSG00000110108	Tmem109	ENSMUSG00000034659	ortholog_one2one
BICD1	ENSG00000151746	Bicd1	ENSMUSG00000003452	ortholog_one2one
MRPL49	ENSG00000149792	Mrpl49	ENSMUSG00000007338	ortholog_one2one
TDRD9	ENSG00000156414	Tdrd9	ENSMUSG00000054003	ortholog_one2one
RIPOR2	ENSG00000111913	Ripor2	ENSMUSG00000036006	ortholog_one2one
PXYLP1	ENSG00000155893	Pxylp1	ENSMUSG00000043587	ortholog_one2one
ABCG4	ENSG00000172350	Abcg4	ENSMUSG00000032131	ortholog_one2one
ASB1	ENSG00000065802	Asb1	ENSMUSG00000026311	ortholog_one2one
BNIP3L	ENSG00000104765	Bnip3l	ENSMUSG00000022051	ortholog_one2one
PAK6	ENSG00000137843	Pak6	ENSMUSG00000074923	ortholog_one2one
RBKS	ENSG00000171174	Rbks	ENSMUSG00000029136	ortholog_one2one
RYR2	ENSG00000198626	Ryr2	ENSMUSG00000021313	ortholog_one2one
KCTD13	ENSG00000174943	Kctd13	ENSMUSG00000030685	ortholog_one2one
ARRDC1	ENSG00000197070	Arrdc1	ENSMUSG00000026972	ortholog_one2one
PELI2	ENSG00000139946	Peli2	ENSMUSG00000021846	ortholog_one2one
TBX4	ENSG00000121075	Tbx4	ENSMUSG00000000094	ortholog_one2one
RACK1	ENSG00000204628	Rack1	ENSMUSG00000020372	ortholog_one2one
SLC22A17	ENSG00000092096	Slc22a17	ENSMUSG00000022199	ortholog_one2one
PRMT9	ENSG00000164169	Prmt9	ENSMUSG00000037134	ortholog_one2one
PLCB3	ENSG00000149782	Plcb3	ENSMUSG00000024960	ortholog_one2one
CCDC38	ENSG00000165972	Ccdc38	ENSMUSG00000036168	ortholog_one2one
PHYH	ENSG00000107537	Phyh	ENSMUSG00000026664	ortholog_one2one
PRR15	ENSG00000176532	Prr15	ENSMUSG00000045725	ortholog_one2one
PLEKHF2	ENSG00000175895	Plekhf2	ENSMUSG00000049969	ortholog_one2one
SLC35F4	ENSG00000151812	Slc35f4	ENSMUSG00000021852	ortholog_one2one
JPH3	ENSG00000154118	Jph3	ENSMUSG00000025318	ortholog_one2one
PCGF2	ENSG00000277258	Pcgf2	ENSMUSG00000018537	ortholog_one2one
CLXN	ENSG00000034239	Clxn	ENSMUSG00000068617	ortholog_one2one
XRCC2	ENSG00000196584	Xrcc2	ENSMUSG00000028933	ortholog_one2one
TCL1A	ENSG00000100721	Tcl1	ENSMUSG00000041359	ortholog_one2one
ZNF771	ENSG00000179965	Zfp771	ENSMUSG00000054716	ortholog_one2one
HS3ST5	ENSG00000249853	Hs3st5	ENSMUSG00000044499	ortholog_one2one
PIK3CA	ENSG00000121879	Pik3ca	ENSMUSG00000027665	ortholog_one2one
PKD2	ENSG00000118762	Pkd2	ENSMUSG00000034462	ortholog_one2one
MTPN	ENSG00000105887	Mtpn	ENSMUSG00000029840	ortholog_one2one
APAF1	ENSG00000120868	Apaf1	ENSMUSG00000019979	ortholog_one2one
CA7	ENSG00000168748	Car7	ENSMUSG00000031883	ortholog_one2one
ASB15	ENSG00000146809	Asb15	ENSMUSG00000029685	ortholog_one2one
PSME1	ENSG00000092010	Psme1	ENSMUSG00000022216	ortholog_one2one
MRAP2	ENSG00000135324	Mrap2	ENSMUSG00000042761	ortholog_one2one
ANKRD46	ENSG00000186106	Ankrd46	ENSMUSG00000048307	ortholog_one2one
ANGPTL2	ENSG00000136859	Angptl2	ENSMUSG00000004105	ortholog_one2one
CHRNB4	ENSG00000117971	Chrnb4	ENSMUSG00000035200	ortholog_one2one
SYNGAP1	ENSG00000197283	Syngap1	ENSMUSG00000067629	ortholog_one2one
RHBDL1	ENSG00000103269	Rhbdl1	ENSMUSG00000025735	ortholog_one2one
SLC31A2	ENSG00000136867	Slc31a2	ENSMUSG00000066152	ortholog_one2one
CCDC61	ENSG00000104983	Ccdc61	ENSMUSG00000074358	ortholog_one2one
HEXIM2	ENSG00000168517	Hexim2	ENSMUSG00000043372	ortholog_one2one
PCDH10	ENSG00000138650	Pcdh10	ENSMUSG00000049100	ortholog_one2one
FAM81A	ENSG00000157470	Fam81a	ENSMUSG00000032224	ortholog_one2one
GPAM	ENSG00000119927	Gpam	ENSMUSG00000024978	ortholog_one2one
GATB	ENSG00000059691	Gatb	ENSMUSG00000028085	ortholog_one2one
BARX1	ENSG00000131668	Barx1	ENSMUSG00000021381	ortholog_one2one
HAGH	ENSG00000063854	Hagh	ENSMUSG00000024158	ortholog_one2one
PCMTD1	ENSG00000168300	Pcmtd1	ENSMUSG00000051285	ortholog_one2one
CAPG	ENSG00000042493	Capg	ENSMUSG00000056737	ortholog_one2one
RAPGEF1	ENSG00000107263	Rapgef1	ENSMUSG00000039844	ortholog_one2one
RNF227	ENSG00000179859	Rnf227	ENSMUSG00000043419	ortholog_one2one
VMO1	ENSG00000182853	Vmo1	ENSMUSG00000020830	ortholog_one2one
CAMK1	ENSG00000134072	Camk1	ENSMUSG00000030272	ortholog_one2one
CEP85L	ENSG00000111860	Cep85l	ENSMUSG00000038594	ortholog_one2one
CDK12	ENSG00000167258	Cdk12	ENSMUSG00000003119	ortholog_one2one
CCDC32	ENSG00000128891	Ccdc32	ENSMUSG00000039983	ortholog_one2one
LSMEM1	ENSG00000181016	Lsmem1	ENSMUSG00000071342	ortholog_one2one
NDUFAF6	ENSG00000156170	Ndufaf6	ENSMUSG00000050323	ortholog_one2one
RALGAPA1	ENSG00000174373	Ralgapa1	ENSMUSG00000021027	ortholog_one2one
FAM135A	ENSG00000082269	Fam135a	ENSMUSG00000026153	ortholog_one2one
PHRF1	ENSG00000070047	Phrf1	ENSMUSG00000038611	ortholog_one2one
SLC13A2	ENSG00000007216	Slc13a2	ENSMUSG00000001095	ortholog_one2one
SYCE2	ENSG00000161860	Syce2	ENSMUSG00000003824	ortholog_one2one
PIK3R2	ENSG00000105647	Pik3r2	ENSMUSG00000031834	ortholog_one2one
SLC7A11	ENSG00000151012	Slc7a11	ENSMUSG00000027737	ortholog_one2one
ALDH1A2	ENSG00000128918	Aldh1a2	ENSMUSG00000013584	ortholog_one2one
HYAL1	ENSG00000114378	Hyal1	ENSMUSG00000010051	ortholog_one2one
TTPA	ENSG00000137561	Ttpa	ENSMUSG00000073988	ortholog_one2one
CARD19	ENSG00000165233	Card19	ENSMUSG00000037960	ortholog_one2one
EPHA5	ENSG00000145242	Epha5	ENSMUSG00000029245	ortholog_one2one
YWHAE	ENSG00000108953	Ywhae	ENSMUSG00000020849	ortholog_one2one
RASSF1	ENSG00000068028	Rassf1	ENSMUSG00000010067	ortholog_one2one
PRKCQ	ENSG00000065675	Prkcq	ENSMUSG00000026778	ortholog_one2one
SOHLH1	ENSG00000165643	Sohlh1	ENSMUSG00000059625	ortholog_one2one
PI4K2B	ENSG00000038210	Pi4k2b	ENSMUSG00000029186	ortholog_one2one
PBK	ENSG00000168078	Pbk	ENSMUSG00000022033	ortholog_one2one
ZFP2	ENSG00000198939	Zfp2	ENSMUSG00000049321	ortholog_one2one
TEX50	ENSG00000232113	Tex50	ENSMUSG00000049160	ortholog_one2one
NAPSA	ENSG00000131400	Napsa	ENSMUSG00000002204	ortholog_one2one
SNORD47	ENSG00000310741	Snord47	ENSMUSG00000064968	ortholog_one2one
SNORD78	ENSG00000310744	Snord78	ENSMUSG00000077220	ortholog_one2one
SNORD44	ENSG00000310745	Gm23212	ENSMUSG00000084667	ortholog_one2one
SNORD75	ENSG00000310748	Gm56367	ENSMUSG00002076646	ortholog_one2one
SNORD74	ENSG00000310749	Gm26224	ENSMUSG00000064440	ortholog_one2one
PLIN2	ENSG00000147872	Plin2	ENSMUSG00000028494	ortholog_one2one
BIRC5	ENSG00000089685	Birc5	ENSMUSG00000017716	ortholog_one2one
ISL2	ENSG00000159556	Isl2	ENSMUSG00000032318	ortholog_one2one
S100Z	ENSG00000171643	S100z	ENSMUSG00000021679	ortholog_one2one
HRH2	ENSG00000113749	Hrh2	ENSMUSG00000034987	ortholog_one2one
NRROS	ENSG00000174004	Nrros	ENSMUSG00000052384	ortholog_one2one
SPINK6	ENSG00000178172	Spink6	ENSMUSG00000055095	ortholog_one2one
RANBP3	ENSG00000031823	Ranbp3	ENSMUSG00000002372	ortholog_one2one
MFHAS1	ENSG00000147324	Mfhas1	ENSMUSG00000070056	ortholog_one2one
CLDN4	ENSG00000189143	Cldn13	ENSMUSG00000008843	ortholog_one2one
FBXL7	ENSG00000183580	Fbxl7	ENSMUSG00000043556	ortholog_one2one
AMZ1	ENSG00000174945	Amz1	ENSMUSG00000050022	ortholog_one2one
EXOSC4	ENSG00000178896	Exosc4	ENSMUSG00000034259	ortholog_one2one
SLU7	ENSG00000164609	Slu7	ENSMUSG00000020409	ortholog_one2one
CYP7B1	ENSG00000172817	Cyp7b1	ENSMUSG00000039519	ortholog_one2one
NR1D2	ENSG00000174738	Nr1d2	ENSMUSG00000021775	ortholog_one2one
ZNF18	ENSG00000154957	Zkscan6	ENSMUSG00000018347	ortholog_one2one
CPQ	ENSG00000104324	Cpq	ENSMUSG00000039007	ortholog_one2one
NFAT5	ENSG00000102908	Nfat5	ENSMUSG00000003847	ortholog_one2one
UMAD1	ENSG00000219545	Umad1	ENSMUSG00000089862	ortholog_one2one
SPATA1	ENSG00000122432	Spata1	ENSMUSG00000028188	ortholog_one2one
EFCAB11	ENSG00000140025	Efcab11	ENSMUSG00000021176	ortholog_one2one
CCDC40	ENSG00000141519	Ccdc40	ENSMUSG00000039963	ortholog_one2one
VKORC1L1	ENSG00000196715	Vkorc1l1	ENSMUSG00000066735	ortholog_one2one
HEPACAM2	ENSG00000188175	Hepacam2	ENSMUSG00000044156	ortholog_one2one
PCDHGB7	ENSG00000254122	Pcdhgb7	ENSMUSG00000104063	ortholog_one2one
CTXND1	ENSG00000259417	Ctxnd1	ENSMUSG00000097789	ortholog_one2one
UBLCP1	ENSG00000164332	Ublcp1	ENSMUSG00000041231	ortholog_one2one
ST8SIA2	ENSG00000140557	St8sia2	ENSMUSG00000025789	ortholog_one2one
PCP4L1	ENSG00000248485	Pcp4l1	ENSMUSG00000038370	ortholog_one2one
SHISAL2A	ENSG00000182183	Shisal2a	ENSMUSG00000059816	ortholog_one2one
MYL2	ENSG00000111245	Myl2	ENSMUSG00000013936	ortholog_one2one
FAM133B	ENSG00000234545	Fam133b	ENSMUSG00000058503	ortholog_one2one
VRK1	ENSG00000100749	Vrk1	ENSMUSG00000021115	ortholog_one2one
PM20D1	ENSG00000162877	Pm20d1	ENSMUSG00000042251	ortholog_one2one
GGNBP2	ENSG00000278311	Ggnbp2	ENSMUSG00000020530	ortholog_one2one
ARPC5L	ENSG00000136950	Arpc5l	ENSMUSG00000026755	ortholog_one2one
GCNT3	ENSG00000140297	Gcnt3	ENSMUSG00000032226	ortholog_one2one
STYXL2	ENSG00000198842	Styxl2	ENSMUSG00000026564	ortholog_one2one
TNC	ENSG00000041982	Tnc	ENSMUSG00000028364	ortholog_one2one
SETD2	ENSG00000181555	Setd2	ENSMUSG00000044791	ortholog_one2one
CASP6	ENSG00000138794	Casp6	ENSMUSG00000027997	ortholog_one2one
PAIP1	ENSG00000172239	Paip1	ENSMUSG00000025451	ortholog_one2one
ATP6V1H	ENSG00000047249	Atp6v1h	ENSMUSG00000033793	ortholog_one2one
PADI3	ENSG00000142619	Padi3	ENSMUSG00000025328	ortholog_one2one
GATA3	ENSG00000107485	Gata3	ENSMUSG00000015619	ortholog_one2one
IL16	ENSG00000172349	Il16	ENSMUSG00000001741	ortholog_one2one
PPIL4	ENSG00000131013	Ppil4	ENSMUSG00000015757	ortholog_one2one
IQCM	ENSG00000234828	Iqcm	ENSMUSG00000031620	ortholog_one2one
TMCO2	ENSG00000188800	Tmco2	ENSMUSG00000078577	ortholog_one2one
LIN28A	ENSG00000131914	Lin28a	ENSMUSG00000050966	ortholog_one2one
ABHD18	ENSG00000164074	Abhd18	ENSMUSG00000037818	ortholog_one2one
KIFBP	ENSG00000198954	Kifbp	ENSMUSG00000036955	ortholog_one2one
MRM2	ENSG00000122687	Mrm2	ENSMUSG00000029557	ortholog_one2one
INSC	ENSG00000188487	Insc	ENSMUSG00000048782	ortholog_one2one
UPP1	ENSG00000183696	Upp1	ENSMUSG00000020407	ortholog_one2one
ADORA2B	ENSG00000170425	Adora2b	ENSMUSG00000018500	ortholog_one2one
MRPL42	ENSG00000198015	Mrpl42	ENSMUSG00000062981	ortholog_one2one
UBTD1	ENSG00000165886	Ubtd1	ENSMUSG00000025171	ortholog_one2one
CORO2B	ENSG00000103647	Coro2b	ENSMUSG00000041729	ortholog_one2one
SPICE1	ENSG00000163611	Spice1	ENSMUSG00000043065	ortholog_one2one
PRRT1	ENSG00000204314	Prrt1	ENSMUSG00000015476	ortholog_one2one
CCDC186	ENSG00000165813	Ccdc186	ENSMUSG00000035173	ortholog_one2one
CDH24	ENSG00000139880	Cdh24	ENSMUSG00000059674	ortholog_one2one
BICDL2	ENSG00000162069	Bicdl2	ENSMUSG00000043782	ortholog_one2one
PRR15L	ENSG00000167183	Prr15l	ENSMUSG00000047040	ortholog_one2one
AIF1	ENSG00000204472	Aif1	ENSMUSG00000024397	ortholog_one2one
PLEKHF1	ENSG00000166289	Plekhf1	ENSMUSG00000074170	ortholog_one2one
SHF	ENSG00000138606	Shf	ENSMUSG00000033256	ortholog_one2one
FASTKD3	ENSG00000124279	Fastkd3	ENSMUSG00000021532	ortholog_one2one
HNRNPD	ENSG00000138668	Hnrnpd	ENSMUSG00000000568	ortholog_one2one
PATE2	ENSG00000196844	Pate2	ENSMUSG00000074452	ortholog_one2one
ANKFY1	ENSG00000185722	Ankfy1	ENSMUSG00000020790	ortholog_one2one
MYO9B	ENSG00000099331	Myo9b	ENSMUSG00000004677	ortholog_one2one
NLRP14	ENSG00000158077	Nlrp14	ENSMUSG00000016626	ortholog_one2one
SLC25A16	ENSG00000122912	Slc25a16	ENSMUSG00000071253	ortholog_one2one
FNTB	ENSG00000257365	Fntb	ENSMUSG00000033373	ortholog_one2one
TFAP4	ENSG00000090447	Tfap4	ENSMUSG00000005718	ortholog_one2one
XRRA1	ENSG00000166435	Xrra1	ENSMUSG00000035211	ortholog_one2one
RARS1	ENSG00000113643	Rars1	ENSMUSG00000018848	ortholog_one2one
WIF1	ENSG00000156076	Wif1	ENSMUSG00000020218	ortholog_one2one
PLAC9	ENSG00000189129	Plac9	ENSMUSG00000095304	ortholog_one2one
CLPX	ENSG00000166855	Clpx	ENSMUSG00000015357	ortholog_one2one
DTNBP1	ENSG00000047579	Dtnbp1	ENSMUSG00000057531	ortholog_one2one
AKR1E2	ENSG00000165568	Akr1e1	ENSMUSG00000045410	ortholog_one2one
IFT172	ENSG00000138002	Ift172	ENSMUSG00000038564	ortholog_one2one
DNAH3	ENSG00000158486	Dnah3	ENSMUSG00000052273	ortholog_one2one
RPP25L	ENSG00000164967	Rpp25l	ENSMUSG00000036114	ortholog_one2one
NAPEPLD	ENSG00000161048	Napepld	ENSMUSG00000044968	ortholog_one2one
PYY	ENSG00000131096	Pyy	ENSMUSG00000017311	ortholog_one2one
NUP214	ENSG00000126883	Nup214	ENSMUSG00000001855	ortholog_one2one
CCDC137	ENSG00000185298	Ccdc137	ENSMUSG00000049957	ortholog_one2one
MYRIP	ENSG00000170011	Myrip	ENSMUSG00000041794	ortholog_one2one
TCTN2	ENSG00000168778	Tctn2	ENSMUSG00000118662	ortholog_one2one
XRCC3	ENSG00000126215	Xrcc3	ENSMUSG00000021287	ortholog_one2one
ITGA2B	ENSG00000005961	Itga2b	ENSMUSG00000034664	ortholog_one2one
TWNK	ENSG00000107815	Twnk	ENSMUSG00000025209	ortholog_one2one
SCNN1B	ENSG00000168447	Scnn1b	ENSMUSG00000030873	ortholog_one2one
GRIK5	ENSG00000105737	Grik5	ENSMUSG00000003378	ortholog_one2one
NAT10	ENSG00000135372	Nat10	ENSMUSG00000027185	ortholog_one2one
PI4K2A	ENSG00000155252	Pi4k2a	ENSMUSG00000025178	ortholog_one2one
ADCK2	ENSG00000133597	Adck2	ENSMUSG00000046947	ortholog_one2one
MYMX	ENSG00000262179	Mymx	ENSMUSG00000079471	ortholog_one2one
SGK1	ENSG00000118515	Sgk1	ENSMUSG00000019970	ortholog_one2one
UBR1	ENSG00000159459	Ubr1	ENSMUSG00000027272	ortholog_one2one
MTMR4	ENSG00000108389	Mtmr4	ENSMUSG00000018401	ortholog_one2one
